"message","warm"
"Hello, I am considering buying this phone from you. I will offer you $115 for the phone, take it or leave it. This is your chance to sell the phone quickly and easily today. This is my firm and final price. ",FALSE
"Good morning, I am interested in this iPhone and asking $115 to buy it. I can pick it ASAP till we reach the deal. Please kindly reply me through this number : xxx xxx xxxx. Thanks",TRUE
"This is an awesome product, however I will only pay $115 for this phone. You listed this item as """"Almost New,"""" therefore I feel the price of $155 is unreasonable. So my only offer is $115 and I will not go any higher than that.",FALSE
"I'll give you $115 for this phone. That's what it's selling for from other sellers. I can pick it up immediately.",FALSE
"I will offer you 115, that's all.",FALSE
"Good afternoon! I am interested in purchasing the IPhone 6 in your ad, as it looks like it is in incredible condition! However, I am limited by the amount of money my company has given me to purchase a phone. I can offer you $115 for the phone, as this is the max budget they have given me. Please consider my offer, and let me know if this is acceptable. Thanks for your consideration, and have a wonderful day!",TRUE
"Very cool product but it's not worth $155. Remember, this isn't completely new. So, my only offer is $115. This is fair and accurate for an item you are selling. I will not change my offer at all from $115.",FALSE
"Hi, I would like to offer $115 for the phone. It is not what you're asking for but I believe it to be fair. If you look at similar sales you will see it's a fair price. I cannot go any higher then this. If you are interested, let me know.  Thank you",FALSE
"Hello, I've come across your listing and am very interested. Because I am on a tight budget, I am willing to offer you $115 for the phone. I am aware that this is not your asking price, but it is all I can afford right now. I hope you seriously consider my offer. It would be of great help to me. Thank you very much.",TRUE
"Hello,  This IPHONE 6 Plus 64GB looks like it is in great condition.  I am extremely interested in viewing and or purchasing it from you.  However, without being able to view the phone in person, I am skeptical to pay $155.00  Would you consider selling it to me for $115.00?  If not, I completely understand.  I am happy to pay cash or whichever way best works for you.  Please let me know your thoughts.  I am very eager to negotiate a transaction.  Thank you so much for your time!  Best,  Ali ",TRUE
"Hello there! I am very  interested in your Iphone you have on Craigslist for sale. Unfortunately I only have 115 to spend on a new phone. Would you be willing to negotiate the price with me? Thank you and I look forward to hearing from you.",TRUE
"Hello, the phone is in great condition and it has a good function, so I want to offer you $115.",FALSE
"I am interested in your iPhone 6 Plus, but I would like to offer $115. It is not the newest model, so I think that $115 is a fair price. I think that is easily worth $115.",FALSE
"I would love to purchase your phone. My budget only allows $115 to be spent. If willing, contact me; otherwise, good luck.",FALSE
"Hello, all I have is $115.",TRUE
"Hi, I am interested in purchasing your phone.  I will pay you $115 for it.  Are you interested? ",TRUE
"I'll take your phone 115 dollars cash. Won't go any higher.",FALSE
"I know that you are selling the phone for 155 but right now I have on me 115. And i know people have problem selling these so are we gonna do this?",FALSE
"Hello, Buddy. Wow, you are very awesome for keeping this phone in such pristine condition.  You must be very clean and careful.  I am very impressed.  You seem like the type of person that everybody on planet Earth would like to be friends with.  I recently had to pay for an operation for my sick grandmother to stay alive.  As a result, I can only afford to pay you $115 for the phone.  If you give it to me at that price, I will be forever in your debt.",TRUE
"Hello, I saw your listing for the unlocked Iphone 6 plus. I think you are a good guy; I am a good guy. I was hoping if you could give me the good guy discount for $115. ",TRUE
"i would be willing to buy this phone for 115. I will not go any higher seeing how it's not in the box. Contact be back if you agree.",FALSE
"Hello,  I am interested in the phone you posted. If it's still available I am willing to buy it today for $115 cash.  Thanks.",FALSE
"Hi, I was interested in your phone. The most I can offer you is 115. Let me know.",FALSE
"Hello, I have to buy a phone for work and this one is perfect. I think you have taken great care of this phone and it is like new. The only problem I have is I can only spend $115. Please let me know if we can work something out. ",TRUE
"I can only pay 115$ for it. Let me know if you're interested. I'm non-negotiable on this price.",FALSE
"Hello,   I am interested buying the IPhone 6 Plus 64GB.  I see you are asking $155 for it. I am willing to offer a solid $115 cash firm for the phone. ",FALSE
"I will offer $115 for this used phone. The aesthetics may seem to be new, but the hardware and software on this phone is used.  My price is non negotiable and will not offer more for this used phone. ",FALSE
